,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,title,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,industry_to_mean_f0,industry_to_mean_f1,industry_to_mean_f2,industry_to_mean_f3,industry_to_mean_f4,issue_date_month,issue_date_year,issue_date_dayofweek,earliesCreditMon,earliesCreditYear,isDefault
17,7090.909091,3,6.615,186.23,1,4,0,3,0,2,0,616,0,20.71636364,0,556.3636364,602.7272727,11,0,0.0,10645.0,58.26923077,0,0,0,8.0,0.0,4.0,14.0,6.0,0,0,0.0,5.65438919582566,0.001841620626151013,8.295887047268263,14.63597298956415,8.021485573971761,12,2017,4,9,1995,1
18,20454.54545,3,6.291,771.82,1,4,1,1,0,1,4,89,3,14.95454545,0,576.8181818,672.9545455,10,1,0.0,53312.0,53.09230769,0,0,4,8.0,0.0,2.0,19.0,12.0,0,0,0.0,5.7192488262910794,0.0018779342723004694,8.382159624413145,14.970892018779344,8.232863849765259,2,2015,6,11,1989,1
19,8181.818182,5,17.171,241.12,4,4,0,10,1,2,4,95,13,14.13636364,1,670.0,837.5,7,0,0.0,13693.07692,73.9,0,0,4,4.0,0.0,5.0,6.0,4.0,0,0,0.0,5.65438919582566,0.001841620626151013,8.295887047268263,14.63597298956415,8.021485573971761,3,2015,6,11,1994,1
20,41363.63636,5,15.939,823.31,3,4,7,10,0,1,4,63,14,12.99272727,0,540.0,675.0,21,0,0.0,47656.0,73.66153846,1,0,4,14.0,0.0,14.0,24.0,11.0,0,0,0.0,5.486378205128205,0.002403846153846154,8.621794871794872,14.685096153846153,8.149038461538462,11,2016,1,10,2001,0
21,8727.272727,3,10.923,257.88,2,0,0,2,1,0,0,49,12,4.327272727,0,600.0,650.0,4,0,0.0,4550.0,46.5,0,0,0,4.0,0.0,1.0,5.0,3.0,0,0,0.0,5.65438919582566,0.001841620626151013,8.295887047268263,14.63597298956415,8.021485573971761,12,2017,4,10,1999,0
22,16363.63636,5,14.193,483.93,4,5,2,4,0,0,0,526,20,16.17818182,0,720.0,780.0,6,0,0.0,21223.0,103.3846154,1,0,0,4.0,0.0,12.0,7.0,3.0,0,0,0.0,5.689785624211853,0.0012610340479192938,8.455233291298866,14.557377049180328,8.064312736443885,1,2016,4,11,2001,0
23,21818.18182,3,9.99,645.25,2,4,1,8,0,1,0,232,13,15.68727273,0,660.0,825.0,7,1,1.0,6538.0,41.9,0,0,0,2.0,0.0,3.0,17.0,12.0,0,0,0.0,5.7192488262910794,0.0018779342723004694,8.382159624413145,14.970892018779344,8.232863849765259,3,2015,6,3,1995,1
24,4545.454545,3,12.744,171.28,3,4,8,4,2,0,8,529,23,8.09,0,774.5454545,839.0909091,3,0,0.0,2917.846154,49.47692308,1,0,9,2.0,0.0,1.0,4.0,3.0,0,0,0.0,5.608303249097473,0.0,8.359205776173285,13.971119133574007,7.870036101083032,2,2014,5,12,2001,0
25,17727.27273,3,17.091,549.77,4,3,3,0,1,1,4,171,8,22.77818182,0,741.8181818,865.4545455,9,0,0.0,11990.46154,62.13846154,1,0,4,3.0,0.0,5.0,4.0,3.0,0,0,0.0,5.742574257425742,0.0037128712871287127,8.361386138613861,14.574257425742575,8.042079207920793,11,2016,1,8,2001,0
26,18590.90909,5,19.99,541.69,5,4,6,5,1,1,0,249,36,21.66545455,0,695.0,752.9166667,10,1,1.0,2249.0,26.19230769,0,0,0,4.0,0.0,9.0,8.0,1.0,0,0,0.0,5.549715909090909,0.0,8.461647727272727,14.680397727272727,7.9928977272727275,12,2015,1,3,2001,0
27,3636.363636,3,13.185,137.98,3,4,9,10,1,0,0,550,8,29.27,0,660.0,770.0,14,1,1.0,8354.0,99.34615385,1,0,0,9.0,0.0,5.0,13.0,11.0,0,0,0.0,5.804878048780488,0.0,8.804878048780488,14.315040650406504,7.693089430894309,6,2015,0,5,2001,0
28,27409.09091,5,12.591,779.32,3,1,10,10,0,1,0,29,19,15.85,1,631.8181818,684.469697,8,0,0.0,13350.0,98.88461538,0,0,0,3.0,0.0,5.0,4.0,3.0,0,0,0.0,5.842293906810036,0.0035842293906810036,8.698924731182796,14.172043010752688,7.921146953405018,6,2015,0,2,2001,0
29,3220.454545,3,10.791,90.5,2,4,3,3,0,0,0,413,37,10.68181818,0,660.0,770.0,10,0,0.0,5507.384615,40.3,1,0,0,5.0,0.0,12.0,20.0,12.0,0,0,0.0,5.742574257425742,0.0037128712871287127,8.361386138613861,14.574257425742575,8.042079207920793,12,2014,0,6,1995,0
30,30000.0,3,5.841,903.31,1,2,6,10,0,1,0,54,28,26.47,0,785.0,915.8333333,13,0,0.0,23802.69231,29.19230769,1,0,0,6.0,0.0,9.0,10.0,6.0,0,0,0.0,5.549715909090909,0.0,8.461647727272727,14.680397727272727,7.9928977272727275,4,2018,6,12,1998,1
31,24818.18182,3,14.391,738.2,3,4,8,10,0,1,0,36,13,15.24,0,589.0909091,687.2727273,22,0,0.0,5449.846154,14.86153846,0,0,0,8.0,0.0,5.0,30.0,9.0,0,0,0.0,5.608303249097473,0.0,8.359205776173285,13.971119133574007,7.870036101083032,3,2017,2,7,2001,0
32,35454.54545,5,13.49,690.15,3,0,2,8,0,1,3,340,14,11.41,0,572.7272727,668.1818182,10,1,0.0,17638.92308,76.67692308,1,0,3,5.0,0.0,6.0,8.0,6.0,0,0,0.0,5.689785624211853,0.0012610340479192938,8.455233291298866,14.557377049180328,8.064312736443885,2,2017,2,7,1988,0
33,8727.272727,3,10.076,255.0,2,4,0,10,0,2,2,345,20,20.98636364,0,548.1818182,593.8636364,17,0,0.0,28251.92308,72.69230769,0,0,5,12.0,0.0,12.0,16.0,8.0,0,0,0.0,5.65438919582566,0.001841620626151013,8.295887047268263,14.63597298956415,8.021485573971761,2,2016,0,2,1974,0
34,8181.818182,3,8.239,311.02,1,1,9,10,2,0,0,818,43,15.38181818,0,695.4545455,753.4090909,11,0,0.0,4607.307692,20.03076923,0,0,0,5.0,0.0,10.0,11.0,8.0,3,341,68.2,5.804878048780488,0.0,8.804878048780488,14.315040650406504,7.693089430894309,1,2017,6,11,2001,0
35,15709.09091,3,11.691,646.84,3,0,7,4,1,1,3,715,13,20.81454545,0,730.0,912.5,6,0,0.0,14237.0,86.42307692,0,0,3,3.0,0.0,6.0,10.0,4.0,3,4587,917.4,5.486378205128205,0.002403846153846154,8.621794871794872,14.685096153846153,8.149038461538462,7,2014,1,6,2001,0
36,22909.09091,5,17.171,506.34,4,5,2,10,0,2,0,235,8,1.75,0,752.7272727,878.1818182,5,0,0.0,6310.769231,76.03076923,1,0,0,1.0,0.0,2.0,2.0,0.0,0,5417,1083.4,5.689785624211853,0.0012610340479192938,8.455233291298866,14.557377049180328,8.064312736443885,2,2015,6,12,2001,0
37,28363.63636,5,19.327,603.85,4,4,10,0,0,1,0,451,36,12.96,1,695.0,810.8333333,11,1,0.0,10949.53846,49.10769231,1,0,0,6.0,0.0,5.0,13.0,4.0,5,9268,926.8,5.842293906810036,0.0035842293906810036,8.698924731182796,14.172043010752688,7.921146953405018,10,2014,2,8,1996,0
38,27272.72727,3,12.88,840.91,3,3,3,10,0,0,0,405,2,11.34545455,1,736.3636364,920.4545455,6,0,0.0,14843.23077,83.16923077,0,0,0,4.0,0.0,3.0,6.0,2.0,0,10584,2116.8,5.742574257425742,0.0037128712871287127,8.361386138613861,14.574257425742575,8.042079207920793,1,2016,4,10,1999,1
39,11345.45455,3,13.33,324.99,3,4,0,10,1,2,0,189,9,14.95454545,2,613.6363636,767.0454545,11,1,1.0,2022.461538,16.15384615,1,0,0,10.0,0.0,2.0,18.0,10.0,3,3880,776.0,5.65438919582566,0.001841620626151013,8.295887047268263,14.63597298956415,8.021485573971761,6,2015,0,1,1993,0
40,16363.63636,5,16.77,494.59,4,4,11,5,0,2,0,499,13,23.04,0,700.0,875.0,12,0,0.0,18492.92308,64.61538462,1,0,38,5.0,0.0,7.0,13.0,7.0,1,2822,0.0,5.626609442060086,0.0,8.306866952789699,14.534334763948499,7.944206008583691,10,2011,5,11,1995,0
41,20454.54545,3,8.69,782.26,1,0,3,9,0,1,0,63,14,9.59,0,785.4545455,916.3636364,14,0,0.0,12530.76923,20.03076923,0,0,0,9.0,0.0,8.0,19.0,14.0,3,1656,331.2,5.742574257425742,0.0037128712871287127,8.361386138613861,14.574257425742575,8.042079207920793,3,2014,5,10,1993,0
42,27181.81818,3,11.061,767.12,3,1,3,10,0,0,4,43,19,5.94,0,710.0,887.5,9,2,0.0,16018.84615,48.0,0,0,4,5.0,0.0,5.0,16.0,12.0,0,5259,0.0,5.742574257425742,0.0037128712871287127,8.361386138613861,14.574257425742575,8.042079207920793,10,2015,3,8,1983,0
43,4090.909091,3,10.087,143.46,2,4,5,0,1,1,0,267,27,10.36,0,540.0,585.0,8,2,2.0,1024.0,8.076923077,0,0,0,3.0,0.0,5.0,15.0,6.0,1,1565,469.5,5.733186328555678,0.0,8.240352811466373,14.776185226019846,8.286659316427784,8,2015,5,11,1996,1
44,6545.454545,3,7.89,250.29,1,4,1,2,1,0,2,167,8,10.91818182,1,741.8181818,927.2727273,18,0,0.0,6332.0,11.1,0,0,5,8.0,0.0,7.0,23.0,17.0,3,1645,329.0,5.7192488262910794,0.0018779342723004694,8.382159624413145,14.970892018779344,8.232863849765259,6,2015,0,8,2001,0
45,20945.45455,3,5.841,588.38,1,5,7,10,0,0,0,812,14,8.64,0,634.0909091,686.9318182,11,0,0.0,37053.0,46.61538462,0,0,0,5.0,0.0,2.0,20.0,14.0,3,7692,0.0,5.486378205128205,0.002403846153846154,8.621794871794872,14.685096153846153,8.149038461538462,2,2016,0,4,1976,1
46,5454.545455,3,15.378,205.01,3,2,3,0,0,0,0,72,10,22.01454545,0,540.0,585.0,6,0,0.0,9140.769231,94.26923077,1,0,0,4.0,0.0,1.0,5.0,3.0,0,0,0.0,5.742574257425742,0.0037128712871287127,8.361386138613861,14.574257425742575,8.042079207920793,10,2014,2,9,2001,0
47,21272.72727,5,16.416,497.73,4,4,5,10,0,2,0,475,37,13.55727273,0,785.4545455,916.3636364,15,1,1.0,4690.0,23.07692308,0,0,0,4.0,0.0,37.0,18.0,8.0,2,7135,0.0,5.733186328555678,0.0,8.240352811466373,14.776185226019846,8.286659316427784,6,2014,6,9,1986,1
48,11818.18182,3,11.754,438.4,3,0,1,0,0,0,0,157,8,18.40909091,0,750.0,937.5,23,0,0.0,8119.615385,21.75384615,1,1,0,9.0,0.0,3.0,33.0,9.0,3,1680,336.0,5.7192488262910794,0.0018779342723004694,8.382159624413145,14.970892018779344,8.232863849765259,6,2018,4,11,1988,0
49,15363.63636,3,5.852,391.5,1,0,7,10,0,0,2,230,2,9.973636364,0,725.0,906.25,12,0,0.0,13018.84615,45.5,0,0,5,6.0,0.0,4.0,12.0,4.0,3,3602,1080.6,5.486378205128205,0.002403846153846154,8.621794871794872,14.685096153846153,8.149038461538462,9,2015,1,10,2001,0
50,10000.0,3,17.919,353.01,3,0,1,10,0,1,0,162,2,11.42727273,0,690.0,747.5,5,1,1.0,2426.0,65.6,1,0,0,1.0,0.0,8.0,2.0,1.0,1,961,0.0,5.7192488262910794,0.0018779342723004694,8.382159624413145,14.970892018779344,8.232863849765259,4,2013,0,12,2001,0
51,8181.818182,3,12.681,342.22,2,0,1,1,0,0,12,369,21,13.03636364,0,568.6363636,710.7954545,11,0,0.0,39175.0,92.65384615,1,0,3284,5.0,0.0,7.0,13.0,7.0,3,4627,925.4,5.7192488262910794,0.0018779342723004694,8.382159624413145,14.970892018779344,8.232863849765259,8,2012,2,3,1988,0
52,10909.09091,3,12.897,412.06,3,4,2,10,1,0,4,120,21,15.16,0,685.0,799.1666667,10,0,0.0,18181.0,54.27692308,1,0,22413,6.0,0.0,9.0,17.0,9.0,3,5262,0.0,5.689785624211853,0.0012610340479192938,8.455233291298866,14.557377049180328,8.064312736443885,6,2013,5,10,1997,0
53,15454.54545,5,24.99,498.88,6,0,0,5,0,1,0,307,14,3.829090909,0,564.5454545,705.6818182,4,0,0.0,6909.230769,54.6,1,0,0,3.0,0.0,0.0,6.0,2.0,0,183,54.9,5.65438919582566,0.001841620626151013,8.295887047268263,14.63597298956415,8.021485573971761,6,2014,6,8,2000,1
54,24000.0,5,14.839,358.3,3,0,0,9,0,2,2,246,36,18.74,0,597.2727273,746.5909091,14,0,0.0,26859.53846,28.98461538,1,0,94,5.0,0.0,7.0,13.0,7.0,4,7655,765.5,5.65438919582566,0.001841620626151013,8.295887047268263,14.63597298956415,8.021485573971761,6,2011,2,7,1998,1
55,10000.0,3,10.791,365.31,2,4,2,0,1,1,0,79,2,21.73909091,0,780.0,910.0,12,0,0.0,13071.0,63.11538462,1,0,0,8.0,0.0,6.0,19.0,11.0,0,1981,396.2,5.689785624211853,0.0012610340479192938,8.455233291298866,14.557377049180328,8.064312736443885,4,2014,1,7,1995,0
56,21436.36364,3,10.791,652.57,2,4,3,3,1,0,0,184,26,19.53636364,0,627.2727273,731.8181818,8,0,0.0,14072.30769,61.9,1,0,0,5.0,0.0,6.0,8.0,4.0,2,798,239.4,5.742574257425742,0.0037128712871287127,8.361386138613861,14.574257425742575,8.042079207920793,3,2014,5,3,2001,0
57,11200.0,3,7.9,350.46,1,3,3,7,0,2,0,46,27,20.24545455,5,613.6363636,664.7727273,10,0,0.0,5155.384615,60.7,0,0,38,5.0,0.0,10.0,13.0,5.0,1,5124,512.4,5.742574257425742,0.0037128712871287127,8.361386138613861,14.574257425742575,8.042079207920793,11,2013,4,6,1991,0
58,2100.0,3,11.44,69.19,2,4,3,10,0,2,5,124,13,7.79,4,618.1818182,721.2121212,20,1,0.0,6664.615385,25.66153846,0,0,6,9.0,0.0,2.0,27.0,8.0,0,0,0.0,5.742574257425742,0.0037128712871287127,8.361386138613861,14.574257425742575,8.042079207920793,12,2014,0,12,1994,1
59,9218.181818,3,16.99,301.23,4,4,2,0,1,2,0,232,13,12.61636364,0,640.9090909,694.3181818,5,0,0.0,11884.61538,72.0,0,0,0,3.0,0.0,4.0,7.0,4.0,0,0,0.0,5.689785624211853,0.0012610340479192938,8.455233291298866,14.557377049180328,8.064312736443885,11,2015,6,9,1994,0
60,8181.818182,3,7.371,314.25,1,1,2,10,1,2,0,111,8,15.74,0,552.2727273,690.3409091,14,0,0.0,15355.84615,62.0,1,0,0,11.0,0.0,5.0,24.0,12.0,0,0,0.0,5.689785624211853,0.0012610340479192938,8.455233291298866,14.557377049180328,8.064312736443885,2,2015,6,7,2001,1
61,4581.818182,3,13.519,140.09,3,4,1,10,1,1,3,590,8,8.427272727,0,680.0,736.6666667,9,0,0.0,4276.0,48.34615385,1,0,3,5.0,0.0,5.0,16.0,7.0,2,691,69.1,5.7192488262910794,0.0018779342723004694,8.382159624413145,14.970892018779344,8.232863849765259,9,2015,1,5,1994,0
62,21272.72727,5,11.421,406.71,3,0,7,10,0,0,4,92,18,8.854545455,0,548.1818182,639.5454545,7,0,0.0,15071.53846,87.41538462,0,0,4,4.0,0.0,15.0,4.0,3.0,2,7778,777.8,5.486378205128205,0.002403846153846154,8.621794871794872,14.685096153846153,8.149038461538462,8,2015,5,3,2001,1
63,10400.0,5,19.338,261.73,4,5,7,10,1,2,1,143,8,8.93,0,593.1818182,741.4772727,8,1,1.0,921.8461538,5.423076923,1,0,4663,5.0,0.0,7.0,13.0,7.0,0,0,0.0,5.486378205128205,0.002403846153846154,8.621794871794872,14.685096153846153,8.149038461538462,9,2011,3,4,2001,1
64,9818.181818,5,13.545,285.8,3,3,2,0,2,0,3,45,21,2.438181818,0,763.6363636,890.9090909,6,0,0.0,552.6923077,6.461538462,0,0,3,4.0,0.0,3.0,9.0,3.0,0,0,0.0,5.689785624211853,0.0012610340479192938,8.455233291298866,14.557377049180328,8.064312736443885,1,2018,0,10,2001,1
65,9454.545455,3,12.99,269.52,2,1,0,8,1,2,0,261,8,18.72,1,680.0,793.3333333,14,0,0.0,20673.69231,62.42307692,1,0,28914,8.0,0.0,2.0,14.0,8.0,1,1652,330.4,5.65438919582566,0.001841620626151013,8.295887047268263,14.63597298956415,8.021485573971761,10,2013,1,11,1999,1
66,7500.0,3,17.919,264.76,3,2,7,10,1,0,4,313,43,11.97818182,0,747.2727273,809.5454545,9,1,1.0,5123.0,31.01538462,1,0,1158,3.0,0.0,2.0,15.0,12.0,0,0,0.0,5.486378205128205,0.002403846153846154,8.621794871794872,14.685096153846153,8.149038461538462,6,2013,5,10,2001,0
67,10000.0,3,14.421,337.47,2,4,2,6,1,2,11,187,9,20.11090909,0,636.3636364,742.4242424,9,0,0.0,17533.38462,84.69230769,1,0,58510,5.0,0.0,7.0,13.0,7.0,0,4138,1241.4,5.689785624211853,0.0012610340479192938,8.455233291298866,14.557377049180328,8.064312736443885,5,2012,1,7,2001,1
68,32727.27273,3,9.75,964.5,2,5,0,10,0,1,4,52,19,26.10545455,0,720.0,840.0,37,0,0.0,41427.69231,46.6,1,0,4,12.0,0.0,9.0,57.0,26.0,0,0,0.0,5.65438919582566,0.001841620626151013,8.295887047268263,14.63597298956415,8.021485573971761,3,2016,1,2,1998,0
69,10909.09091,3,12.69,335.45,3,4,2,7,1,2,0,111,8,9.087272727,0,560.4545455,607.1590909,8,0,0.0,10902.76923,69.89230769,1,0,0,5.0,0.0,4.0,8.0,3.0,0,0,0.0,5.689785624211853,0.0012610340479192938,8.455233291298866,14.557377049180328,8.064312736443885,8,2015,5,9,2001,0
70,20454.54545,3,8.789,783.3,1,0,10,10,1,0,0,107,30,22.57363636,0,785.4545455,916.3636364,11,0,0.0,16076.30769,41.1,1,0,0,2.0,0.0,7.0,13.0,7.0,0,0,0.0,5.842293906810036,0.0035842293906810036,8.698924731182796,14.172043010752688,7.921146953405018,11,2016,1,4,2001,1
71,10636.36364,3,5.32,271.04,1,0,7,10,0,0,4,460,27,9.196363636,0,796.3636364,929.0909091,8,0,0.0,12051.92308,56.2,0,0,4,4.0,0.0,6.0,7.0,3.0,0,0,0.0,5.486378205128205,0.002403846153846154,8.621794871794872,14.685096153846153,8.149038461538462,3,2016,1,10,2000,0
72,31818.18182,5,24.695,975.64,6,4,9,10,2,0,0,291,23,35.74545455,1,613.6363636,767.0454545,20,1,0.0,24308.30769,80.12307692,0,0,0,13.0,0.0,13.0,27.0,17.0,0,0,0.0,5.804878048780488,0.0,8.804878048780488,14.315040650406504,7.693089430894309,1,2016,4,6,2000,1
73,2545.454545,3,18.689,99.82,4,2,0,9,1,2,7,134,8,20.50909091,0,752.7272727,815.4545455,10,0,0.0,9998.153846,47.16923077,0,0,8,3.0,0.0,5.0,7.0,3.0,0,0,0.0,5.65438919582566,0.001841620626151013,8.295887047268263,14.63597298956415,8.021485573971761,10,2015,3,7,2001,1
74,35000.0,5,18.854,872.48,4,5,10,10,1,2,0,466,36,11.15181818,0,700.0,816.6666667,11,0,0.0,42127.38462,101.9,0,0,0,3.0,0.0,15.0,14.0,7.0,0,0,0.0,5.842293906810036,0.0035842293906810036,8.698924731182796,14.172043010752688,7.921146953405018,1,2015,3,11,1989,0
75,27500.0,5,12.089,597.78,2,5,1,3,0,2,2,90,21,2.7,0,725.4545455,906.8181818,8,1,1.0,8822.0,23.88461538,0,0,5,5.0,0.0,7.0,14.0,7.0,0,0,0.0,5.7192488262910794,0.0018779342723004694,8.382159624413145,14.970892018779344,8.232863849765259,6,2015,0,5,2001,1
76,12272.72727,5,13.67,346.47,3,0,1,10,0,1,0,404,22,6.316363636,0,597.2727273,696.8181818,23,1,1.0,5556.0,28.1,0,0,0,2.0,0.0,26.0,13.0,7.0,0,0,0.0,5.7192488262910794,0.0018779342723004694,8.382159624413145,14.970892018779344,8.232863849765259,4,2016,4,2,2001,1
77,2863.636364,3,11.421,117.41,2,2,2,3,1,0,1,19,14,8.1,0,736.3636364,797.7272727,8,0,0.0,50.0,0.6,1,0,3880,5.0,0.0,7.0,13.0,7.0,0,0,0.0,5.689785624211853,0.0012610340479192938,8.455233291298866,14.557377049180328,8.064312736443885,10,2011,5,4,2001,1
78,14545.45455,3,15.389,546.77,3,2,11,10,1,2,0,107,30,19.82181818,0,660.0,825.0,13,1,1.0,16388.61538,86.07692308,0,0,0,7.0,0.0,4.0,25.0,8.0,0,0,0.0,5.626609442060086,0.0,8.306866952789699,14.534334763948499,7.944206008583691,11,2016,1,9,1999,1
79,18181.81818,3,8.541,640.57,2,0,7,9,0,0,4,677,13,17.33,0,730.0,912.5,20,0,0.0,23210.76923,67.26923077,1,0,4,11.0,0.0,38.0,22.0,12.0,0,0,0.0,5.486378205128205,0.002403846153846154,8.621794871794872,14.685096153846153,8.149038461538462,10,2016,5,2,2001,1
80,10909.09091,3,17.99,361.48,4,2,0,0,1,1,4,343,27,12.01090909,0,568.6363636,710.7954545,11,0,0.0,13140.0,41.53846154,1,0,4,4.0,0.0,5.0,9.0,6.0,0,0,0.0,5.65438919582566,0.001841620626151013,8.295887047268263,14.63597298956415,8.021485573971761,3,2017,2,6,2001,0
81,32727.27273,3,12.582,1025.04,3,4,12,3,0,2,4,777,8,8.312727273,0,556.3636364,649.0909091,11,0,0.0,13504.0,75.9,1,0,4,3.0,0.0,2.0,21.0,16.0,0,0,0.0,5.6106719367588935,0.0,8.130434782608695,13.871541501976285,7.664031620553359,2,2014,5,6,2001,1
82,35781.81818,3,23.298,1238.78,5,4,5,10,0,2,0,42,26,15.16,1,613.6363636,664.7727273,21,0,0.0,12552.69231,19.84615385,1,0,0,11.0,0.0,6.0,21.0,10.0,0,0,0.0,5.733186328555678,0.0,8.240352811466373,14.776185226019846,8.286659316427784,2,2016,0,8,1996,0
